"Fund ID","Fund name","The fund",Website,"Investment name","Investment type","Start date","End date","Instrument currency","USD Amount","Project number",Sector,"Sub sector",Region,Country,Domicile,"Environmental and social risk","Our Investment","Environmental and social summary",What,"How Primary","How Secondary","Who Stakeholder 1","Who Geography 1","Who Characteristics 1","Who Stakeholder 2","Who Geography 2","Who Characteristics 2","Who Stakeholder 3","Who Geography 3","Who Characteristics 3",Scale,Depth/Duration,Gridscore,Contribution/Additionality,"Risk 1","Risk comment 1","Risk 2","Risk comment 2","Risk 3","Risk comment 3","Sustainable Development Goals","Impact Achieved","Impact Score","Expected impact","2X Gender Finance","2X Gender Finance Percentage","2X Sector","2X Country","Climate Finance status","Climate Finance Percentage","Climate Finance type","Climate Finance Total","Climate Finance Adaptation Enabling","Climate Finance Adaptation Adapted","Climate Finance Mitigation","Climate Finance Dual","Climate Finance Percentage Adaptation Enabling","Climate Finance Percentage Adaptation Adapted","Climate Finance Percentage Mitigation","Climate Finance Percentage Dual","Fossil Fuel or Renewable Exposure","Primary Energy type","Energy value chain","Entrepreneurship Founder","Entrepreneurship Founder threshold","Entrepreneurship Owner","Entrepreneurship Owner threshold","Leadership Board of Directors Investment Committee","Leadership Board of Directors Investment Committee threshold","Leadership Senior Management","Leadership Senior Management threshold",Employment,"Employment threshold","Indirect Portfolio","Indirect Portfolio threshold","Governance and accountability","Supply chain","Product and services","Product and services threshold","First disclosed date","Investment policy","Last updated",Status
F644,"Growth Catalyst Partners","Lok Capital is an impact investor which promotes inclusive growth in India by making long-term equity investments. It has operated since 2004. Its Growth Catalyst Partners LLC fund will focus on providing accessible finance to India’s underserved communities. It also looks to expand into the agriculture and affordable healthcare sectors.",http://www.lokcapital.com/,"Investment 01",Fund,28/04/2016,,USD,15000000.0000,D199,"Financial services, Food and agriculture, Health",,"South Asia",India,Mauritius,,"CDC first invested in Growth Catalyst Partners LLC in 2016, investing $15 million as an anchor investor. We have made follow-on commitments in 2017 and 2020.","We are working closely with the fund manager to improve its existing ESMS, including delivering an action plan.","Improve access to financial services namely microloans, home loans, microbusiness loans and insurance resulting in a higher quality of life and more resilient livelihoods (SDG 1.3).","Strengthen the balance sheet and allow resumption of lending in 6 financial institutions.",,Customers,Pan-India,"Low-income with limited savings, but often digitally connected. Average 88 per cent women (mostly via joint group loans).",,,,,,,"4.1 million customers. The investment will enable an increase of 2.9 million customers by 2025.","25 per cent of customers report improvements in financial security and saving capability.",2.7,"- Financial additionality: The commercial market does not offer capital in sufficient quantities to meet the company s plans and needs.  - Value additionality: Supporting improvements in business integrity systems and processes.  - Mobilisation: Our commitment is a positive signal to other investors","Execution Risk","- Given the volatility of the business environment, additional capital might not be enough to enable companies’ financial recovery.","Unexpected Impact Risk","- risk of customers’ Inability to pay loans. Likelihood of this reduced by good customer protection principles in place.",,,"Goal 1: No poverty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F644,"Growth Catalyst Partners","Lok Capital is an impact investor which promotes inclusive growth in India by making long-term equity investments. It has operated since 2004. Its Growth Catalyst Partners LLC fund will focus on providing accessible finance to India’s underserved communities. It also looks to expand into the agriculture and affordable healthcare sectors.",http://www.lokcapital.com/,"Investment 02",Fund,03/08/2017,,USD,5000000.0000,D199,"Financial services, Food and agriculture, Health",,"South Asia",India,Mauritius,,"CDC first invested in Growth Catalyst Partners LLC in 2016, investing $15 million as an anchor investor. We have made follow-on commitments in 2017 and 2020.","We are working closely with the fund manager to improve its existing ESMS, including delivering an action plan.","Improve access to financial services namely microloans, home loans, microbusiness loans and insurance resulting in a higher quality of life and more resilient livelihoods (SDG 1.3).","Strengthen the balance sheet and allow resumption of lending in 6 financial institutions.",,Customers,Pan-India,"Low-income with limited savings, but often digitally connected. Average 88 per cent women (mostly via joint group loans).",,,,,,,"4.1 million customers. The investment will enable an increase of 2.9 million customers by 2025.","25 per cent of customers report improvements in financial security and saving capability.",2.7,"- Financial additionality: The commercial market does not offer capital in sufficient quantities to meet the company s plans and needs.  - Value additionality: Supporting improvements in business integrity systems and processes.  - Mobilisation: Our commitment is a positive signal to other investors","Execution Risk","- Given the volatility of the business environment, additional capital might not be enough to enable companies’ financial recovery.","Unexpected Impact Risk","- risk of customers’ Inability to pay loans. Likelihood of this reduced by good customer protection principles in place.",,,"Goal 1: No poverty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2108,"Growth Catalyst Partners – Annex Fund","The fund managed by Lok Advisory Services is a $31m annex/top up fund to make follow-on investments in selective portfolio companies of Lok Capital Fund III to to preserve and create value in portfolio companies while safeguarding their returns.",http://www.lokcapital.com/,"Investment 01",Fund,15/12/2020,,USD,10000000.0000,D4729,"Financial services",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F654,"Happy Travel Rolling Investors LP","Fund vehicle set up specifically to invest in Plateno Hotel",https://www.act.is/,"Investment 01",Fund,03/09/2013,,USD,5855022.0000,D203,"Business and consumer services",,"Rest of the World",China,"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F1701,"Healthquad Fund II","HealthQuad focuses on investing into early-stage healthcare 
businesses in India, in particular those that leverage technology or 
adopt innovative business models to address healthcare challenges, and that have an explicit focus on creating positive social impact.",https://healthquad.in/,"Investment 01",Fund,21/12/2021,,INR,15000000.0000,D3935,"Financial services, Health, Technology and telecoms",,"South Asia",India,India,,"Technology is needed to leapfrog some of the major capacity constraints in India's healthcare sector, such as the need for two million beds to meet WHO guidelines of 3.5 beds per 1,000 people and personnel constraints with two million physicians and four million nurses to meet WHO guidelines. With a clear focus on health-tech businesses that can scale affordable and quality healthcare solutions, Fund II has already built a strong pipeline of companies to help address the access gap such as a digital wellness platform, a tech-enabled emergency medical response provider and a digital healthcare lending platform.","With HealthQuad, we agreed on an ESAP integrating environmental and social risk management across the investment cycle.","- Improved health outcomes, with a particular focus on achieving universal health coverage and access to quality essential health-services (SDG 3; SDG 3.8) - Enhanced economic opportunities through job creation (SDG 8.5)","Our investment will support the manager to invest in early-stage companies spanning the healthcare ecosystem, enabling their growth to improve access, affordability and/or quality of healthcare, as well as create jobs by focusing on more disruptive companies than traditional models.","The fund manager will seek to prove that it is financially viable to serve lower-income patients at scale, and will seek out companies that are addressing the ‘mega challenges’ in healthcare through innovation and technology-enabled solutions.","Patients/ consumers","India; broad range of urban and rural geographies depending on business model.","Some investments will target patients/consumers from a range of incomes, with the majority anticipate to earn less than 10L INR per annum; cross-subsidisation for lower-income patients/consumers is likely to be a feature of several of the business models.  Other investments will benefit all parts of society and especially the different types of workers in the healthcare ecosystem, with a specific focus on benefitting those for whom the current healthcare system works less effectively.",Employees,"India with a likely focus on Tier II/III cities.","The fund will target companies that will be working with a range of healthcare employees from highly qualified doctors and technology professionals to low-skilled support staff.",,,,"- Patients/Consumers: We expect Fund II companies to reach millions of individuals.","- Patients/consumers: With the fund targeting companies that are improving access, affordability and/or quality of Healthcare for low-income patients/consumers in underserved Tier 1 and 2 regions in India, we expect the impact to be meaningful from both depth and duration perspective. - Employees: The impact on economic opportunities is expected to be deeper in areas where there are higher levels of unemployment.",2.48-2.86,"- Financial additionality: Our capital is needed for the fund to reach its target size. - Value addtionality: We are supporting the manager to strengthen environmental, social and governance processes and systems across investee companies. - Mobilisation: Our financial commitment is a positive signal to other investors","Execution Risk","- impact: the impact case relies on the Manager’s ability to find and invest in businesses that serve target populations.","Evidence Risk","- if a large proportion of investee companies are business-to-business models, it may become challenging to determine the characteristics of the end-beneficiaries and the scale/Depth of impact experienced by them.",,,"Goal 3: Good health and well-being,Goal 8: Decent work and economic growth",,,,"Fully qualified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2442,"Helios CLEAR Fund SCSp","Helios Investment Partners (HIP) was founded in 2004 as a pan-African private investment firm dedicated to growth investments with offices located in London, UK, Nairobi, Kenya and Lagos, Nigeria.",https://www.heliosinvestment.com/,"Investment 01",Fund,23/07/2024,,USD,20000000.0000,D6339,,,Africa,,Luxembourg,Medium-High,"The Climate, Energy Access, and Resilience (CLEAR) Fund is the first fund launched by Helios Investment Partners with a dedicated climate strategy. The fund will target climate themes across the subsectors of food and agriculture, transport and logistics, resource efficiency (including circular economy waste management) and green energy beyond grid-scale renewable energy.","This transaction is rated medium-high risk due to inherent sector risks. We have agreed an ESAP focused on the revision of the ESMS and building E&S capacity.","- Climate change mitigation and adaptation through renewable energy, energy efficiency and climate-smart resilience enabling solutions (SDG 7.2, 7.3, 9.2, 9.4,13A).  - Productivity and job creation through access to finance for businesses and capital markets, enabling business expansion and job creation through productivity gains (SDGs 8.2, 8.5).","Direct: Reduce greenhouse gas emissions and climate vulnerabilities by investing in renewable energy generation, energy efficiency and low-carbon and climate adaptation and resilience enabling solutions. Business growth and creation of employment and economic  opportunities.","Indirect (economic enabler): The fund will invest in a variety of projects and enabling technologies and services which are expected to have positive spillovers to the productivity of other firms, including renewable energy generation, emerging and yet unproven technologies, such as green ammonia and green mobility.",Planet,"Pan Africa","Investments include both mitigation and adaptation, and span energy efficiency, renewable energy, clean transportation, climate-smart agriculture, and efficient land use.",People,,"Employees are likely to be mostly skilled, belonging to middle-income groups,  although there may be some semi-skilled, lower income employees as well. CLEAR investees are a likely to range from small (approx. 50 employees) to  medium size (more than 500 employees).",Employees,,,"The scale of impact will be determined ex-post through fund reporting.","Potential for significant depth of impact. Africa has a large climate finance gap, and its population and economies are severely vulnerable to effects of climate change. At the same time, it offers the largest opportunity in clean energy generation, low-carbon innovation and adaptation solutions given the continent’s vulnerability to climate change.",,"Financial additionality: Capital is not offered in sufficient quantity. The manager requires significant DFI capital to reach a viable first close and climate finance in Africa remains undercapitalised.","Execution Risk","There is a risk that the fund may not successfully execute the climate mandate, given this is the fund manager's inaugural climate fund.","Efficiency Risk","Some of the targeted sub-sectors, such as energy efficiency, have complex impact pathways, which may lead to uncertainty of the scale of impact that can be achieved compared to alternative investment options.",,,"Goal 7: Affordable and clean energy,Goal 8: Decent work and economic growth,Goal 9: Industry, innovation and infrastructure,Goal 13: Climate action",,,,,,,,"Fully qualified",,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,Growth,01/12/2024,01/06/2025,Active
F660,"Helios Investors II","This is a mid and large-cap generalist fund.",https://www.heliosinvestment.com/,"Investment 01",Fund,27/11/2009,,USD,23043771.0000,D204,"Business and consumer services, Financial services, Infrastructure, Technology and telecoms",,Africa,"Africa, Ghana, Kenya, Mauritius, Morocco, Nigeria, South Africa",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fossil Fuel",,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F660,"Helios Investors II","This is a mid and large-cap generalist fund.",https://www.heliosinvestment.com/,"Investment 02",Fund,11/02/2010,,USD,51956229.0000,D204,"Business and consumer services, Financial services, Infrastructure, Technology and telecoms",,Africa,"Africa, Ghana, Kenya, Mauritius, Morocco, Nigeria, South Africa",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fossil Fuel",,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2067,"Helios Investors IV","Helios has one of the strongest track records in African private equity across its three predecessor funds, having invested over $3 billion and created over 9,000 new jobs in diverse sectors ranging from financial services to education and telecommunications.",https://www.heliosinvestment.com/,"Investment 01",Fund,17/06/2020,,USD,100000000.0000,D4075,"Business and consumer services, Financial services, Health, Technology and telecoms",,"Africa, East Africa, North Africa","India, Kenya, Mauritius, Morocco","Cayman Islands",,"Our investment in this latest fund will be instrumental in accelerating job creation, facilitating sustainable employment, and supporting the recovery from the COVID-19 pandemic by boosting economic growth across the continent. The investment is also aimed at supporting efforts to mobilise capital to African businesses and continued investment in companies across the continent.","We are working closely with the fund manager to improve its existing ESMS, including delivering an action plan.","Sustain and create economic opportunities (SDG 8.5).","CDC’s investment will support the manager to weathering the COVID-19 crisis, so it can remain a key source of capital and expertise for growing African business, sustaining an important channel for equity investment across some of the continent’s largest economies post-crisis. If the fund succeeds at generating returns that are attractive to commercial investors, it can position the manager to mobilise additional capital in the medium to long-term.","The investment will support the fund in generating business growth, productivity and job creation.",Employees,"Pan-Africa with a likely focus on a cohort of core countries including Nigeria, Kenya, Morocco and Egypt and regional focus (Francophone West and East Africa).","Variable subject to sector and business model.",,,,,,,"c. 1,000 – 3,000 jobs created.","- Primary impact: Longer-term, requires repeat success for this impact to materialise. - Secondary impact: Dependent on sector and characteristics of the stakeholder.",2.3-2.9,"- Financial additionality: The commercial market does not offer capital in sufficient quantities to meet the company s plans and needs. - Value additionality: We are supporting the manager to strengthen environmental, social and governance processes and systems across investee companies. - Mobilisation: Our commitment is a positive signal to other investors","External Risk","- Investors remain averse to investing in the African private equity market due to perceived market risk or macro-economic dynamics.","Execution Risk","- The impact case relies on the manager's ability to deliver growth across investees.","Alignment Risk","- The impact case also requires that the growth to investees’ businesses leads to job creation.","Goal 8: Decent work and economic growth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F661,"Helios Investors LP","This is a mid and large-cap generalist fund.",https://www.heliosinvestment.com/,"Investment 01",Fund,21/07/2006,,USD,50000000.0000,D205,"Business and consumer services, Financial services, Technology and telecoms",,Africa,"Angola, Kenya, Morocco, Nigeria, South Africa","Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F683,"IDFC Private Equity (Mauritius) Fund II","This is a private equity fund focused on investing in infrastructure and infra ancillary sectors in India.",,"Investment 01",Fund,31/03/2006,,USD,25000000.0000,D209,"Business and consumer services, Education, Health, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F684,"IDFC Private Equity (Mauritius) Fund III","This is a generalist mid-market private equity fund investing in India.",,"Investment 01",Fund,02/05/2008,,USD,25000000.0000,D210,"Business and consumer services, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2506,"IHS Green Housing Fund",,,"Investment 01",Fund,05/10/2023,,EUR,36941857.1900,D8673,"Construction and real estate",,"East Africa",Kenya,Luxembourg,Medium-High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2006,"Incofin India Progress Fund I","Incofin India Progress Fund I is an impact fund focussing on early-stage investments in the financial services and agriculture sectors in rural 
India.",https://incofin.com/,"Investment 01",Fund,22/07/2021,,INR,15000000.0000,D4307,"Financial services, Food and agriculture",,"South Asia",India,India,,"The fund can improve the livelihoods of low-income populations in rural areas and tier II and III Indian cities by providing growth capital to early-stage businesses that strengthen value chains and enhance access to financial services, market, information, and productive inputs. In turn, it aims to enhance economic opportunities of smallholder farmers and other small-scale suppliers.","We are working closely with the fund manager to improve its existing ESMS, including delivering an action plan.","- Enhanced resilience and reduced exposure to economic shocks (SDG 1.5) - Improved access to economic opportunities through access to inclusive banking, insurance, credit and saving products (SDG 1.4, SDG 8.5) - Improved agricultural productivity (SDG 2.2) - Reduced food waste through access to inputs, solutions, markets, and information, which also leads to increased income and more resilient livelihoods (SDG 1.2; SDG 12.3)","- Direct: four to six growth stage investments in MSME lending, niche lending models in the food and agriculture, affordable housing, education sectors. - Direct: four to six growth stage investments in business models with strong links to small and fragmented suppliers.","Catalysing markets: Further demonstrate the commercial case for investing in impact-oriented funds and the food and agriculture sector in India. Success in the short term will be signalled by the successful raise of follow-on funds with a more commercial investor base. In the long-term, success will be signalled by more capital flowing into other managers replicating the fund's strategy and generally, in the food and agriculture sector in India.",Customers,"Pan India. Financial institutions' customers are likely to be in Tier II-III cities, and customers for agricultural inputs and agricultural services are likely to be rural.","Low income with limited savings, and often digitally connected. Track record: 76 per cent female active borrower and 63 per cent rural.",,,,,,,"Variable but potential for large scale when leveraging fintech models.  Scale is likely to be lower for traditional MFI business models.","Generally deep impact as primarily targeting previously unbanked or underbanked borrowers, particularly women. Generally deep impact as improved incomes are likely to represent a significant portion of household income.",2.4-2.8,"- Financial additionality: The fund is unlikely to reach a viable first close without our capital commitment. We will count amongst the largest anchor investors at first close and help the fund reach a minimum first close of c.$60 million","Execution Risk","- This includes fundraising risks that may prevent the manager from executing its strategy and delivering impact at the scale expected.",,,,,"Goal 1: No poverty,Goal 2: Zero hunger,Goal 12: Responsible consumption and production",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F709,"India Agri Business Fund II Limited","Rabo Equity’s India Agri Business Fund 2 (IABF 2) is a private equity fund which invests in growing businesses across the agribusiness sector. This includes infrastructure, food processing, rural retail, and cold chain storage and distribution companies.

The fund focuses on the food processing sector.",http://www.raboequity.com/,"Investment 01",Fund,31/10/2014,,USD,30000000.0000,D214,"Business and consumer services, Food and agriculture, Manufacturing",,"South Asia",India,Mauritius,,"In December 2014, CDC committed $30 million in IABF 2.  The fund raised $150 million which it uses to back between 12 and 15 small and medium sized companies with equity investment sizes ranging from $5 million up to $30 million.    We hope to see a significant share of our investment benefiting the low-income states in India where a large number of agribusinesses are based.","We work closely with the fund manager to develop and implement an ESMS that has the capacity to manage the higher level of environmental and social risk associated with this sector.",,,,,,,,,,,,,,,,,,,,,,,,,,"Indian agribusiness is a fast-growing domestic market, where increased demand for food products has been fuelled by rapid growth in disposable incomes and demographic change.  But the sector continues to face limitations such as poor quality farm services, shortfalls in warehousing and cold chain facilities, as well as fragmented retail markets.  Investments to modernise food and agribusinesses – and reduce food waste – are urgently needed and will have a direct impact on reducing poverty. IABF 2’s predecessor, India Agri Business Fund 1, was the country’s first dedicated agribusiness fund. It has made ten investments in companies including Super Agri Seeds, Prabhat Dairy and NCML.  Rabo Equity is also looking to attract global institutional investors to support its plan to double investments in the country.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F708,"India Agri business Fund Ltd","A fund investing exclusively in food and agribusiness-related enterprises in India.",http://www.raboequity.com/,"Investment 01",Fund,10/06/2009,,USD,10000000.0000,D213,"Food and agriculture, Health, Manufacturing",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F725,"India Infrastructure Fund","This is an infrastructure fund investing in India.",,"Investment 01",Fund,11/03/2008,,USD,100000000.0000,D217,"Business and consumer services, Health, Infrastructure, Technology and telecoms",,Asia,India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F726,"India Infrastructure Fund II (Singapore) PTE. LTD.","India Infrastructure Fund 2 (IIF2) was launched in 2013. The fund follows a similar strategy to its predecessor, IIF1, investing in core infrastructure assets across India.",,"Investment 01",Fund,17/12/2013,,USD,200000000.0000,D218,"Business and consumer services, Infrastructure, Technology and telecoms",,Asia,India,Singapore,,"In 2013, CDC invested $200 m illion into IIF2. Our commitment, the largest ever to an Indian investment fund, helped IIF2 reach a first close of $644m, and a final close at $850 million.  The fund will provide long-term investment for both construction and operating infrastructure projects throughout India.","We will work closely with the fund manager to develop and implement an action plan and ESMS that has the capacity to manage the higher level of environmental and social risk associated with this sector.",,,,,,,,,,,,,,,,,,,,,,,,,,"The infrastructure gap is acute in India. Despite enjoying two decades of rapid economic growth, the country continues to face significant infrastructure shortages. The Indian government estimates that there is an investment shortfall of almost $1.5trn, much of which will need to be met by the private sector.  Our investment will go some way towards meeting the huge demand for new infrastructure, including in some of the poorest states, and drive both direct and indirect employment – the first fund created over 4,000 direct jobs as well as indirect employment for many thousands more. It will also encourage greater commercial investment in the sector. CDC backed parent company IDFC’s first India Infrastructure Fund in 2008 with a $100 million investment. The fund has subsequently made 15 investments across the country in businesses including the wind power operator Mytrah Energy, the Vijaywada toll road connecting Kolkata and Chennai and in Karaikal Port Private on the eastern coast.",,,,,,,,,,,,,,,,,Mixed,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2278,"India Quotient Fund IV","India Quotient Fund IV is a pre-seed/seed venture fund investing in unique to-India businesses building for mass-market Indian consumers (living outside of Tier 1 cities) and the vast SME landscape.",https://www.indiaquotient.in/,"Investment 01",Fund,23/06/2023,,INR,7973912.9200,D5615,"Business and consumer services, Financial services, Food and agriculture, Health, Manufacturing, Technology and telecoms",,"South Asia",India,India,Medium-Low,"The fund will support the growth of B2B and B2C-focused new enterprises across sectors, including agri-tech, fin-tech, software as a service (SaaS) for small and medium-sized businesses, by providing them with seed capital. These enterprises will focus on providing products and services catered to mass market, middle India, improving the way of doing business for B2B clients and providing economic opportunities for B2C clients.","We agreed on an ESAP focused on strengthening the integration of environmental and social risk management across the investment cycle. This includes a revised ESDD approach, code of conduct, and portfolio engagement that matches the level of risk and aligns with international standards.","Achieve higher levels of economic productivity for B2B businesses and improve economic opportunities for B2C clients (SDG 8.5)","The Fund will invest in companies across some of the following sectors and sub-sectors: 1. SMBs: Provide access to SaaS technologies to streamline business processes for SMBs 2. Agri-tech: Provide timely access to information via tech for improving farming incomes 3. Fin-tech: Provide innovative financing products such as credit supply through joint risking loans for blue-collar workers",,"Small-Medium Business (SMBs) owners and workers","Pan-India, likely beyond Tier I and II","Primarily underserved populations","Blue-collared workers, farmers, retailers, wholesalers","Pan-India, likely beyond Tier I and II","Small-scale suppliers (smallholder farmers) and low-income workers (blue-collar, drivers).","consumers in beyond tier-1","Pan-India, likely beyond Tier I and II","Variable - high to lower-income populations based on track record and advanced pipeline",,,,"- Financial additionality: Capital is not offered in sufficient quantity. - Value additionality: Improvement of processes, practices or standards","Alignment Risk","Alignment: The impact case relies on the fund's ability to identify businesses that are a good fit with our impact objectives.","Execution Risk","Execution: Relates to the risk that portfolio companies will fail to scale and deliver on the expected impact.",,,"Goal 8: Decent work and economic growth",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,01/10/2023,01/06/2025,Active
F734,"India Value Fund II (PCC - Cell Beta)","This is a 2004 vintage fund with a focus on SMEs in India.",,"Investment 01",Fund,12/07/2005,,USD,5000000.0000,D219,"Business and consumer services, Financial services, Manufacturing",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F735,"India Value Fund III","This is a 2007 vintage fund with a focus on SMEs in India.",,"Investment 01",Fund,01/01/2007,,USD,25000000.0000,D220,"Business and consumer services, Health, Infrastructure, Manufacturing",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F736,"India Value Fund IV","This is a 2009 vintage fund providing development capital to medium-sized companies in India.",,"Investment 01",Fund,01/07/2009,,USD,40000000.0000,D221,"Business and consumer services, Financial services, Health, Manufacturing",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F755,"Injaro Agricultural Capital Holdings Ltd","The Injaro Agricultural Capital Holdings Fund (IACH) is an agriculture-focused fund which makes investments in debt, quasi-equity, and equity in small-and medium-sized agricultural enterprises in Ghana, Côte d’Ivoire, Mali, Burkina Faso, Niger and Sierra Leone.",http://www.injaroinvestments.com/,"Investment 01",Fund,01/09/2014,,USD,15000000.0000,D226,"Business and consumer services, Financial services, Food and agriculture, Manufacturing",,Africa,"Burkina Faso, Cote d'Ivoire, Ghana, Global, Mali, Niger",Mauritius,,"In August 2014, CDC committed $15 million to IACH through the Impact Fund, alongside investments from the French and Dutch DFIs, Proparco and FMO, and private capital from the Lundin Foundation, Netri Foundation, Soros Economic Development Fund and Alliance for a Green Revolution in Africa.   Our investment helps farmers in West African countries, including Ghana, Cote d’Ivoire and Mali, improve their food security.","We agreed an ESAP focused on the appointment of a dedicated Operations & ESG officer with responsibility for implementing the ESMS, collaboration with BII on ESDD for the first three investments to agree on appropriate corrective action plans, and developing a detailed Land Policy.",,,,,,,,,,,,,,,,,,,,,,,,,,"Farmers in West Africa struggle to increase their productivity and to access markets.  IACH invests in companies that improve access to local supply chains for smallholder farmers, helping them to boost trade and make the most of export opportunities. Injaro provides business advice as well as technical assistance to build managerial and financial capacity within investee companies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
F2076,"Insitor Impact Asia Fund 2","Insitor Impact Asia Fund II is a venture capital fund managed by Insitor Impact Asia Fund. Across its primary investment themes of better health, sustainable living, and economic growth, the fund expects to make investments in high-growth and scalable businesses.",https://www.insitorpartners.com/,"Investment 01",Fund,29/10/2021,,USD,15000000.0000,D4765,"Education, Financial services, Food and agriculture, Health, Infrastructure, Technology and telecoms",,"South Asia, Southeast Asia","Cambodia, India, Pakistan, Thailand",Singapore,,"Insitor makes investments in South and South East Asia to improve the accessibility and affordability of basic goods and services to low-income populations. Insitor II will invest in early stage businesses in Cambodia, India and Pakistan, covering a range of sectors including financial inclusion, education, healthcare, agriculture and WASH. This is the second Insitor managed fund that CDC is backing, having committed $15 million into its first fund in 2015.","We agreed on an ESAP focused on strengthening the integration of environmental and social risk management across the investment cycle.","Improved access and affordability of basic goods and services and economic opportunities (SDG 1.4, 10.3)","Invest equity and provide value-add services to 10-15 early stage companies that are providing financial services and basic goods & services across healthcare, education, agriculture, and affordable housing, to low income populations.",,"Primarily consumers and some suppliers","Early stage companies in India, Cambodia and Pakistan.","The companies they invest in will primarily serve low-income populations, half of whom are also likely to be women.",,,,,,,"Based on track record from previous funds: 1.	Revenue CAGR for their Fund I, places them at the top end of our benchmarks 2.	Fund I directly reached about 2,50,000 active customers, employees and suppliers.","The Fund has not yet started measuring this dimension, which has been highlighted as an area of improvement and something we would start expecting as the Fund institutionalises. This may be an area where we can provide further support and advice.",,"- Financial additionality: Limited access to commercial private capital and our investment is critical to the fund achieving a viable first close and getting other investors onboard. - Value additionality: Our support will help the fund improve the governance of the platform, fundraising, and its environmental, social, governance, business integrity and development impact standards","Execution Risk","- The financial and the impact case relies on the manager's ability to successfully deploy capital, grow businesses and generate positive returns and exits, enabling the expected impact to occur. This risk is directly related to commercial risk.","Alignment Risk","- Relates to the risk that capital is allocated to companies that are less aligned to our impact ambitions.",,,"Goal 1: No poverty,Goal 10: Reduced inequalities",,,,"Fully qualified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
