"Fund ID","Fund name","Company name","Company ID",Region,Country,Sector,Status,"Fossil fuel or renewable exposure","Start Date","End date"
F861,"Maghreb Private Equity Fund IV",ISGA,C7474,"North Africa",Morocco,Education,Active,,01/10/2021,
F2425,"3one4 Capital IFSC Fund","Ishanee Villas Tech Pvt Ltd",C9778,"South Asia",India,"Construction and real estate",Active,,30/09/2024,
F63,"GHF Fund LP","Islamabad Diagnostics Centre",C3160,"South Asia",Pakistan,Health,Exited,,01/12/2016,30/06/2019
F2017,"Evercare Health Fund","Islamabad Diagnostics Centre",C3160,"South Asia",Pakistan,Health,Active,,20/06/2019,
F172,"AfricInvest III","ISON Infotel Limited",C6009,"Africa, West Africa","Africa, Ghana, Nigeria","Technology and telecoms",Active,,24/09/2018,
F2069,"AfricInvest Fund IV","ISON Infotel Limited",C6009,"Africa, West Africa","Africa, Ghana, Nigeria","Technology and telecoms",Active,,05/10/2023,
F1960,"Verod Capital Growth Fund III","ISON Infotel Limited",C6009,"Africa, West Africa","Africa, Ghana, Nigeria","Technology and telecoms",Active,,31/03/2024,
F2043,"SDG Outcomes Fund","Istanbul Kodluyoruz Youth ICT Employment Social Impact Bond",C9553,"Rest of the World",Turkey,Education,Active,,31/03/2024,
F83,"Actis Africa Real Estate Fund 3",Itura,C6010,"West Africa",Nigeria,"Construction and real estate",Active,,31/08/2018,
F83,"Actis Africa Real Estate Fund 3","Itura - RB",C8021,"East Africa",Kenya,"Construction and real estate",Active,,31/03/2022,
F83,"Actis Africa Real Estate Fund 3","Itura SC Morocco",C6578,"North Africa",Morocco,"Construction and real estate",Active,,12/12/2019,
F83,"Actis Africa Real Estate Fund 3",Itura-Hornet,C8066,Africa,"East Africa","Construction and real estate",Active,,30/06/2022,
F485,"Dynamic India Fund VII","Iven Medicare India Private Limited",C3163,"South Asia",India,Health,Active,,10/12/2007,
F814,"Kotak India Realty Fund","IVR Prime",C3165,"South Asia",India,"Construction and real estate",Active,,27/12/2007,
F2278,"India Quotient Fund IV","Ivypods Technology Pvt. Ltd",C9620,"South Asia",India,"Technology and telecoms",Active,,31/03/2024,
F2067,"Helios Investors IV","IX Africa",C8880,"East Africa",Kenya,"Technology and telecoms",Active,,01/12/2022,
F1004,"Pan African Housing Fund LLC","Izuba City",C3168,"East Africa",Rwanda,"Construction and real estate",Exited,,30/06/2015,31/12/2022
F1070,"Regional Education Finance Fund for Africa","Izwe Ghana",C8606,"West Africa",Ghana,"Financial services",Exited,,12/02/2020,30/09/2023
F1070,"Regional Education Finance Fund for Africa","Izwe Zambia",C9096,"Southern Africa",Zambia,"Financial services",Active,,14/06/2023,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Izwe Zambia",C9096,"Southern Africa",Zambia,"Financial services",Active,,30/06/2023,
F7,"Actis Africa Real Estate Fund 2 LP","Jabi Lake Mall",C3169,"West Africa",Nigeria,"Construction and real estate",Active,,01/11/2012,
F1948,"Kotak India Affordable Housing Fund I","Jaipur Dream Buildcon Private Limited (Unique)",C6219,"South Asia",India,"Construction and real estate",Active,,30/06/2019,
F1120,"SGI Ethiopia Growth and Transformation Fund","Jalannera Coffee Export & Coffee Farm Plc",C3171,"East Africa",Ethiopia,"Food and agriculture",Active,,01/02/2013,
F814,"Kotak India Realty Fund","Janapriya Developers",C3177,"South Asia",India,"Construction and real estate",Active,,18/05/2009,
F65,"Abraaj Pakistan Fund I LP","Jhimpir Power (Private) Limited",C3188,"South Asia",Pakistan,Infrastructure,Exited,,14/08/2016,31/12/2020
F2126,"Ventures Platform Fund IV","Jinni Pte Ltd",C9448,"North Africa",Egypt,Manufacturing,Active,,30/09/2023,
F454,"CX Partners Fund II","JJG Aero Private Limited",C9763,"South Asia",India,Manufacturing,Active,,30/06/2024,
F726,"India Infrastructure Fund II (Singapore) PTE. LTD.","Jodhpur Pali Expressway Limited",C3194,"South Asia",India,Infrastructure,Exited,,31/03/2017,31/12/2021
F61,"Neoma Africa Fund III","Joint Medical Holdings (Pty) Limited",C5665,"Southern Africa","South Africa",Health,Exited,,31/01/2018,31/12/2023
F2073,"Ankur Capital II","Josh Talks",C7670,"South Asia",India,"Business and consumer services",Active,,04/03/2022,
F394,"Cepheus Growth Capital Fund L.P.","Joytech Plc",C9523,"East Africa",Ethiopia,"Food and agriculture",Active,,31/01/2024,
F394,"Cepheus Growth Capital Fund L.P.","JP Textile PLC",C7044,"East Africa",Ethiopia,Manufacturing,Active,,01/01/2021,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Juhudi Kilimo",C7419,"East Africa",Kenya,"Financial services",Active,,09/03/2021,
F2126,"Ventures Platform Fund IV","Juice Technology Systems Limited Company",C9008,"West Africa",Nigeria,"Financial services",Active,,31/03/2023,
F2194,"Unitary Fund","Jumbotail Technologies Private Limited",C7751,"South Asia",India,"Technology and telecoms",Active,,07/08/2020,
F832,"Leapfrog Financial Inclusion Fund II","Jumo World Limited",C3199,"Southern Africa","South Africa","Financial services",Active,,31/01/2015,
F115,"Adiwale Fund I","Jus Délice SA",C9929,"West Africa",Togo,"Food and agriculture",Active,,31/12/2024,
F2069,"AfricInvest Fund IV",Justrite,C8693,"West Africa",Nigeria,"Business and consumer services",Active,,20/12/2022,
F1134,"SilverStreet Private Equity Strategies SICAR - Silverlands Fund","Kakushi Farms",C3204,"Southern Africa",Zambia,"Food and agriculture",Active,,31/03/2015,
F1120,"SGI Ethiopia Growth and Transformation Fund","Kaliti Food Share Company",C3209,"East Africa",Ethiopia,"Food and agriculture",Active,,01/12/2013,
F770,"Ninety One Africa Private Equity Fund 2",Kamoso,C5593,"Southern Africa",Botswana,"Business and consumer services",Exited,,31/10/2017,31/12/2023
F113,"Adenia IV","Kanu Equipment",C5666,Africa,Africa,"Business and consumer services",Active,,01/02/2018,
F1987,"Metier Sustainable Capital II",Kaptis,C7045,"East Africa",Kenya,Infrastructure,Exited,Renewable,01/10/2020,31/03/2024
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Karadeniz Powerships",C3214,"West Africa",Ghana,Infrastructure,Exited,,25/03/2016,31/12/2021
F10,"African Rivers Fund","Kare Distribution",C5180,"East Africa",Uganda,"Business and consumer services",Active,,10/05/2017,
F2194,"Unitary Fund",Karkhana,C9108,"South Asia",India,"Business and consumer services",Active,,22/12/2023,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","Kasada - Cosmos",C9919,"West Africa","Cote d'Ivoire","Construction and real estate",Active,,30/09/2024,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","KASHF Foundation",C1340,"South Asia",Pakistan,"Financial services",Active,,31/03/2024,
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.","Kashier Payments Holding",C7616,"North Africa",Egypt,"Financial services",Active,,01/11/2021,
F2081,"Green Growth Feeder Fund Pte. Ltd","Kathari Water Management Private Limited",C7687,"South Asia",India,Infrastructure,Active,,31/03/2021,
F2483,"Revego Africa Energy Fund",Kathu,C9944,"Southern Africa","South Africa",Infrastructure,Active,,05/10/2023,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Kawaida Collaborative Limited",X0045,"East Africa",Zambia,Infrastructure,Active,,10/06/2022,
F2426,"African Rivers Fund IV","Kayser Congo Sarl",C9993,"Central Africa","Democratic Republic of Congo","Business and consumer services",Active,,31/03/2025,
F1936,"African Development Partners III",Kazyon,C2030,"North Africa",Egypt,"Business and consumer services",Active,,30/06/2022,
F2070,"Chiratae Ventures International Fund IV","KBCols Sciences Pvt Ltd (KB Col)",C6794,"South Asia",India,Health,Active,,06/07/2020,
F1936,"African Development Partners III","Kelix Bio Limited",C6630,"North Africa, South Asia","Egypt, India, Morocco",Health,Active,,01/10/2020,
F219,"APF-II India Holdings Private Limited","Kelvin Cold Chain Logistics Pvt Ltd",C3227,"South Asia",India,"Food and agriculture",Exited,,11/07/2012,30/09/2018
F2280,"Partech Africa II","Kenzz Inc.",C9846,"North Africa",Egypt,"Technology and telecoms",Active,,31/12/2024,
F861,"Maghreb Private Equity Fund IV","Khaled Khoshala Co.",C9053,"North Africa",Egypt,"Food and agriculture",Exited,,01/08/2023,31/03/2024
F2070,"Chiratae Ventures International Fund IV","Khati Solutions Pvt Ltd (Oye Rickshaw)",C6795,"South Asia",India,"Technology and telecoms",Exited,,27/02/2020,31/12/2023
F759,"Insitor Impact Asia Fund Private Limited","Khmer Water Supply Holding Co. Ltd. (KWSH)",C6011,"Rest of the World",Cambodia,Infrastructure,Active,,20/07/2018,
F2076,"Insitor Impact Asia Fund 2","Khmer Water Supply Holding Co. Ltd. (KWSH)",C6011,"Rest of the World",Cambodia,Infrastructure,Active,,20/07/2018,
F2483,"Revego Africa Energy Fund",Khobab,C9940,"Southern Africa","South Africa",Infrastructure,Active,,05/10/2023,
F139,"Africa Renewable Energy Fund",Kikagati,C3236,"East Africa",Uganda,Infrastructure,Active,Renewable,30/09/2016,
F606,"GEF Africa Sustainable Forestry Fund LP","Kilombero Valley Teak Co Ltd",C3237,"East Africa",Tanzania,Manufacturing,Active,,26/03/2011,
F2278,"India Quotient Fund IV",Kim.cc,C9101,"South Asia",India,"Technology and telecoms",Active,,30/09/2023,
F484,"Dynamic India Fund S4 I","KIMS Hospitals",C1351,"South Asia",India,Health,Exited,,01/06/2021,30/09/2024
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Kinara Capital",C7430,"South Asia",India,"Financial services",Active,,12/03/2021,
F536,"TRG Mezzanine Partners 3 (formerly Ethos Mezzanine Partners 3)","Kinetic Holdings",C3230,"East Africa",Kenya,Manufacturing,Active,,22/03/2023,
F883,"Meridiam Infrastructure Africa Fund","Kinguele Hydropower Plant",C6085,"Central Africa",Gabon,Infrastructure,Active,Renewable,31/12/2018,
F2102,"Meridiam Infrastructure Africa Parallel Fund II SLP (MIAPF II)","Kipeto Energy Limited",C3244,"East Africa",Kenya,Infrastructure,Exited,Renewable,01/06/2014,30/09/2022
F2102,"Meridiam Infrastructure Africa Parallel Fund II SLP (MIAPF II)","Kipeto Energy Limited",C3244,"East Africa",Kenya,Infrastructure,Active,Renewable,13/12/2023,
F238,"Ascent Rift Valley Fund I","Kisumu Concrete Products",C3246,"East Africa",Kenya,Manufacturing,Active,,22/02/2017,
F469,"DI Frontier Fund 2","Kiwira Energy Ltd",C3247,"East Africa",Tanzania,Infrastructure,Active,Renewable,31/12/2017,
F978,"Omnivore Partners India Fund 2","Klonec Automation System Private Limited (Krishitantra)",C6954,"South Asia",India,"Food and agriculture",Active,,09/10/2020,
F151,"African Development Partners II","KMR Holdings Pedagogique (KMR)",C4194,"North Africa",Morocco,Education,Active,,27/03/2014,
F2062,"3one4 Capital - Fund III","Knight Fintech Pte Ltd",C7839,"South Asia",India,"Technology and telecoms",Active,,31/12/2021,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Knights & Apps Limited",X0046,"East Africa",Kenya,Infrastructure,Active,,27/01/2023,
F1232,"TLCom TIDE Africa Fund","Kobo 360",C6839,"West Africa",Nigeria,"Technology and telecoms",Active,,28/11/2018,
F1729,"Novastar Ventures Africa Fund II","KOKO Networks Limited",C9052,"East Africa",Kenya,"Food and agriculture",Active,,03/10/2023,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","KOKO Networks Limited",C9052,"East Africa",Kenya,"Food and agriculture",Active,,31/12/2024,
F394,"Cepheus Growth Capital Fund L.P.","Komari GmbH & Co. KG",C8596,"East Africa",Ethiopia,"Food and agriculture",Active,,31/12/2022,
F969,"Novastar Ventures East Africa Fund I LP","Komaza FPC",C3253,"East Africa",Kenya,Manufacturing,Active,,30/03/2015,
F1593,"Pravega Ventures Fund I","Komorebi Tech Solutions Private Limited (Cityflo)",C6840,"South Asia",India,"Technology and telecoms",Exited,,31/03/2019,30/06/2020
F755,"Injaro Agricultural Capital Holdings Ltd","Kona Agri-Processing Ltd.",C3255,"West Africa",Ghana,"Food and agriculture",Active,,01/03/2011,
F139,"Africa Renewable Energy Fund",Konikablo,C3256,"West Africa",Ghana,Infrastructure,Exited,,01/09/2016,31/12/2022
F2278,"India Quotient Fund IV","Kosh Pvt. Ltd",C9474,"South Asia",India,"Technology and telecoms",Active,,30/09/2023,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Kosmos Energy",C3259,"West Africa",Ghana,Infrastructure,Exited,,01/12/2014,31/12/2022
F1315,"Aavishkaar Emerging India Fund","Kottaram Agro Foods",C5667,"South Asia",India,"Food and agriculture",Exited,,31/01/2018,31/03/2021
F2416,"Apis Growth Markets Fund III SCSp","KPay Merchant Service Limited",C10002,"Rest of the World","Hong Kong","Financial services",Active,,31/12/2024,
F1593,"Pravega Ventures Fund I","Krab AI, Inc",C7581,"South Asia",India,"Technology and telecoms",Exited,,31/12/2021,30/06/2024
F978,"Omnivore Partners India Fund 2","Krishnacharya Technology Private Limited (Bijak)",C6579,"South Asia",India,"Food and agriculture",Active,,08/11/2019,
F564,"Fibonacci India Fund Co Limited (Phi Capital)","Krsnaa Diagnostics Private Limited",C6155,"South Asia",India,Health,Active,,01/01/2019,
F2440,"Amethis Fund III S.C.A., SICAV-RAIF",KTG,C9928,"North Africa",Egypt,Manufacturing,Active,,12/12/2024,
F1933,"Africa Forestry Fund II","Kudu Biomass Group (Kudu)",C7925,"Southern Africa",Namibia,Manufacturing,Active,,01/05/2022,
F1115,"Seedfund2 International","Kulzy Media Pvt Ltd",C3271,"South Asia",India,"Technology and telecoms",Active,,28/02/2015,
F18,"Capital Alliance Property Investment Company LP","Kunoch Hotels Limited",C3275,"West Africa",Nigeria,"Construction and real estate",Active,,06/07/2012,
F1123,"Shorecap II","Kushhali Bank Limited",C3276,"South Asia",Pakistan,"Financial services",Active,,01/04/2012,
F2278,"India Quotient Fund IV",Kyzo,C10122,"South Asia",India,Manufacturing,Active,,31/03/2025,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","L Solution Limited",X0047,"East Africa",Tanzania,Infrastructure,Active,,22/01/2021,
F1093,"Fund for Agriculture Finance in Nigeria","L&Z Integrated Farms Ltd",C3277,"West Africa",Nigeria,"Food and agriculture",Exited,,12/02/2015,31/12/2022
F2133,"Uhuru Growth Fund I","La Tulipe Food Pvt. Ltd",C9814,"West Africa","Cote d'Ivoire","Business and consumer services",Active,,30/09/2024,
F1093,"Fund for Agriculture Finance in Nigeria","Ladgroup Limited",C6220,"West Africa",Nigeria,"Food and agriculture",Active,,01/05/2019,
F861,"Maghreb Private Equity Fund IV",Land'Or,C6087,"North Africa",Tunisia,"Food and agriculture",Active,,31/10/2018,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Lanforce Trading (Pvt) Ltd",X0048,"Southern Africa",Zimbabwe,Infrastructure,Active,,20/04/2021,
F2443,"Mediterrania Capital IV (MCP IV)","Laprophan Pvt.Ltd",C9429,"North Africa",Morocco,Health,Active,,15/02/2023,
F2259,"Blume Ventures India Fund IV","Leaguex Gaming Pvt. Ltd",C9805,"South Asia",India,"Business and consumer services",Active,,06/06/2024,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Lean Energy Solutions Limited",X0049,"East Africa",Kenya,Infrastructure,Active,,26/08/2022,
F2002,"Techxila Fund I","Lean Technologies (Lean Tech)",C7793,"South Asia",Pakistan,"Technology and telecoms",Active,,22/08/2022,
F978,"Omnivore Partners India Fund 2","Leancrop Technology Solutions Private Limited (BharatAgri)",C7158,"South Asia",India,"Business and consumer services",Active,,26/08/2021,
F2194,"Unitary Fund","Leancrop Technology Solutions Private Limited (BharatAgri)",C7158,"South Asia",India,"Business and consumer services",Active,,18/10/2023,
F2278,"India Quotient Fund IV","Leancrop Technology Solutions Private Limited (BharatAgri)",C7158,"South Asia",India,"Business and consumer services",Active,,31/03/2024,
F2416,"Apis Growth Markets Fund III SCSp","Leap Technologies Private Limited",C9977,"South Asia",India,"Financial services",Active,,31/03/2025,
F2062,"3one4 Capital - Fund III","Leap247 Finnovations Pvt Ltd (Fego)",C7833,"South Asia",India,"Technology and telecoms",Exited,,31/12/2021,30/06/2024
F1950,"pi Ventures Fund I","Leapus Technologies (P) Limited",C9561,"South Asia",India,"Technology and telecoms",Active,,27/10/2020,
F96,"Actis Energy 3C Sub-Feeder LP","Lekela Power",C3299,"Southern Africa","South Africa",Infrastructure,Exited,,28/02/2015,31/03/2023
F1982,"Apis Growth Fund II LP","LendTech Investment Holdings Pte. Ltd. (Ezra)",C7970,Africa,Africa,"Financial services",Active,,30/06/2022,
F2070,"Chiratae Ventures International Fund IV","Lenskart Solution",C7170,"South Asia",India,"Technology and telecoms",Active,,23/07/2021,
F172,"AfricInvest III","Les Centaure Routiers",C6088,"West Africa","Cote d'Ivoire","Business and consumer services",Active,"Fossil Fuel",29/11/2018,
F53,"A4C S Feeder LP","Les Laboratories Medis",C3303,"North Africa",Tunisia,Health,Active,,01/08/2016,
F2198,"Equator Africa Fund","Leta Incorporation",C9983,"East Africa",Kenya,"Technology and telecoms",Active,,31/03/2025,
F1070,"Regional Education Finance Fund for Africa","Letshego Botswana",C7433,"Southern Africa",Botswana,"Financial services",Exited,,01/12/2020,31/12/2024
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Letshego Botswana",C7433,"Southern Africa",Botswana,"Financial services",Active,,24/12/2020,
F1070,"Regional Education Finance Fund for Africa","Letshego Ghana",C8607,"West Africa",Ghana,"Financial services",Active,,22/06/2021,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Letshego Holdings",C3305,"Southern Africa",Botswana,"Financial services",Exited,,30/06/2015,31/12/2022
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","Letshego Kenya Limited",C7434,"East Africa",Kenya,"Financial services",Active,,28/05/2021,
F1070,"Regional Education Finance Fund for Africa","Letshego Kenya Limited",C7434,"East Africa",Kenya,"Financial services",Active,,28/05/2021,
F1593,"Pravega Ventures Fund I","Leucine Inc",C7848,"South Asia",India,"Technology and telecoms",Active,,31/12/2021,
F1593,"Pravega Ventures Fund I","Leucine Medtech Pvt Limited",C6841,"South Asia",India,"Technology and telecoms",Active,,31/03/2020,
F61,"Neoma Africa Fund III",Libstar,C3312,"Southern Africa","South Africa","Business and consumer services",Active,,01/05/2015,
F2068,"Summit Private Equity Fund","Life Path Health Group",C8530,"Southern Africa","South Africa",Health,Active,,26/07/2024,
F2068,"Summit Private Equity Fund","Lifecheq Pty. Ltd",C9748,"Southern Africa","South Africa","Financial services",Active,,26/07/2024,
F2062,"3one4 Capital - Fund III","Light and Craft Technologies Inc",C8636,"South Asia",India,Manufacturing,Active,,30/09/2022,
F2062,"3one4 Capital - Fund III","Light and Craft Technologies Pvt Ltd",C8637,"South Asia",India,Manufacturing,Active,,27/07/2022,
F2227,"UK Climate Investments LLP","Lightsource India Limited",C9593,"South Asia",India,Infrastructure,Active,Renewable,31/12/2023,
F2274,"Pi Ventures Fund II","Lightspeed Photonics Private Limited",C9792,"South Asia",India,Manufacturing,Active,,30/06/2024,
F1981,"Adjuvant Global Health Technology Fund LP","LimmaTech Biologics AG",C9050,"Rest of the World",Switzerland,Health,Active,,31/12/2023,
F1971,"SCB Funded Risk Participation - Sierra Leone","Lintel Sierra Leone Limited",C6089,"West Africa","Sierra Leone",Manufacturing,Exited,,01/03/2016,31/12/2018
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Liquid Telecommunications Holding Limited",C3320,"East Africa, Southern Africa, Western Europe","Kenya, Mauritius, Rwanda, South Africa, United Kingdom, Zambia, Zimbabwe","Technology and telecoms",Exited,,01/12/2016,31/03/2021
F2429,"Ninety One Africa Credit Opportunities Fund 3A","Liquid Telecommunications Jersey Limited",C9767,"East Africa, Southern Africa, Western Europe",India,"Technology and telecoms",Active,,31/03/2025,
F2081,"Green Growth Feeder Fund Pte. Ltd","Lithium Urban Technologies Pvt. Ltd.(Lithium)",C7866,"South Asia",India,"Business and consumer services",Active,,31/03/2022,
F1985,"Stellaris Venture Partners India I","Lithius Energy Private Limited",C6384,"South Asia",India,"Business and consumer services",Exited,,30/09/2019,31/12/2021
F2184,"TIDE Africa II LP","Little Fish",C9037,"Southern Africa","South Africa","Technology and telecoms",Active,,30/06/2023,
F2278,"India Quotient Fund IV",LLUMO,C9472,"South Asia",India,"Technology and telecoms",Active,,30/09/2023,
F1985,"Stellaris Venture Partners India I","Loadshare Networks Private Limited",C6193,"South Asia",India,"Technology and telecoms",Active,,26/03/2018,
F1188,"Takura II","Lobels Holdings (Pvt) Ltd (including Plaza)",C3323,"Southern Africa",Zimbabwe,"Food and agriculture",Active,,16/03/2015,
F2259,"Blume Ventures India Fund IV","Localbuy Technologies Private Limited",C9556,"South Asia",India,"Business and consumer services",Active,,31/12/2023,
F2425,"3one4 Capital IFSC Fund",Locale.AI,C7169,"South Asia",India,"Technology and telecoms",Active,,30/06/2024,
F2070,"Chiratae Ventures International Fund IV","Locofast Online Services Pvt Ltd",C6797,"South Asia",India,"Technology and telecoms",Active,,29/01/2020,
F1172,"Stellaris Venture Partners II","Locofast Online Services Pvt Ltd",C6797,"South Asia",India,"Technology and telecoms",Active,,28/09/2021,
F2483,"Revego Africa Energy Fund",Loeriesfontein,C9941,"Southern Africa","South Africa",Infrastructure,Active,,05/10/2023,
F1270,"Ventureast proactive Fund II","Lohum Cleantech Private Limited (Lohum)",C7884,"South Asia",India,Manufacturing,Active,,31/03/2022,
F443,"Cordiant Emerging Loan Fund IV",LOMC,C3327,"South Asia","Sri Lanka","Financial services",Exited,,01/09/2013,30/06/2017
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Loom Solar Private Limited",X0050,"South Asia",India,Infrastructure,Active,,10/01/2023,
F2126,"Ventures Platform Fund IV","Loomo Finance",C8676,Africa,Africa,"Financial services",Active,,01/05/2022,
F978,"Omnivore Partners India Fund 2",Loopworm,C7672,"South Asia",India,"Business and consumer services",Active,,30/09/2022,
F2068,"Summit Private Equity Fund","LRMG Pvt. Ltd",C9750,"Southern Africa","South Africa","Technology and telecoms",Active,,26/07/2024,
F22,"DI Frontier Market Energy & Carbon Fund","Lubilia Kawembe Hydro Ltd",C3331,"East Africa",Uganda,Infrastructure,Active,Renewable,01/06/2013,
F2079,"Circulate Capital Ocean Fund I-B","Lucro Plastercycle Pvt. Ltd",C9499,"South Asia",India,"Business and consumer services",Active,,17/06/2022,
F469,"DI Frontier Fund 2","Lungi Power Development PLC",C8016,"West Africa","Sierra Leone",Infrastructure,Active,Renewable,31/03/2022,
F2278,"India Quotient Fund IV",Luru,C9465,"South Asia",India,"Technology and telecoms",Active,,30/09/2023,
F1983,"Cardinalstone Capital Advisers Growth Fund","Lynden Integrated Farms Ltd",C8715,"West Africa",Nigeria,"Food and agriculture",Active,,23/04/2023,
F969,"Novastar Ventures East Africa Fund I LP","Lynk Jobs Limited",C3333,"East Africa",Kenya,"Business and consumer services",Active,,10/05/2017,
F1920,"Phatisa Food Fund 2","Lynx Food Group",C7679,"Southern Africa","South Africa","Food and agriculture",Active,,17/12/2021,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","M-Kopa Ltd.",C1435,"East Africa",Kenya,"Financial services",Active,,30/09/2024,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","M-Kopa Uganda Limited",C2216,"East Africa",Uganda,"Financial services",Active,,30/09/2024,
F755,"Injaro Agricultural Capital Holdings Ltd","M&B Seeds Ltd.",C3334,"West Africa",Ghana,"Food and agriculture",Exited,,01/05/2011,31/12/2022
F10,"African Rivers Fund","M&N Cleaning",C5181,"East Africa",Uganda,"Business and consumer services",Active,,28/07/2017,
F2067,"Helios Investors IV","M2P Solutions Private Limited",C9668,"South Asia",India,"Financial services",Active,,30/09/2024,
F2126,"Ventures Platform Fund IV","Maad Africa Inc.",C9120,"West Africa",Senegal,"Technology and telecoms",Active,,20/10/2023,
F2280,"Partech Africa II","Maad Africa Inc.",C9120,"West Africa",Senegal,"Technology and telecoms",Active,,31/12/2023,
F1971,"SCB Funded Risk Participation - Sierra Leone","Mackie Building Materials",C6090,"West Africa","Sierra Leone",Manufacturing,Exited,,01/01/2018,30/06/2021
F2264,"Amethis MENA Fund II",Magriser,C8699,"Africa, North Africa","Morocco, North Africa",Manufacturing,Active,,21/12/2022,
F2504,"BII India EV LLP Fund","Mahindra Electric Automobile Limited",C8037,"South Asia",India,Manufacturing,Active,,30/09/2023,
F139,"Africa Renewable Energy Fund",Mahitsy,C6091,"East Africa",Madagascar,Infrastructure,Active,Renewable,28/12/2018,
F2278,"India Quotient Fund IV",Maino,C9591,"South Asia",India,Manufacturing,Active,,31/12/2023,
F10,"African Rivers Fund","Maison Galaxy",C3349,"Central Africa","Democratic Republic of Congo","Business and consumer services",Active,,01/08/2016,
F139,"Africa Renewable Energy Fund",Makambako,C3354,"East Africa",Tanzania,Infrastructure,Exited,,01/09/2016,31/12/2022
F374,"Catalyst Fund II LP","Mammoth Holdings",C5918,Africa,Africa,Manufacturing,Active,,01/06/2018,
F1906,"Takura III","Manica Boards and Doors PVT Ltd",C6222,"Southern Africa",Zimbabwe,Manufacturing,Active,,30/06/2019,
F524,"Energy Access Ventures Fund","ManoCap Energy",C6581,"West Africa",Ghana,Infrastructure,Active,Renewable,16/12/2019,
F1945,"Evolution II Fund","ManoCap Energy",C6581,"West Africa",Ghana,Infrastructure,Active,Renewable,16/12/2019,
F2002,"Techxila Fund I",Maqsad,C7601,"South Asia",Pakistan,"Technology and telecoms",Active,,31/12/2021,
F1950,"pi Ventures Fund I","Mara Labs",C6092,"South Asia",India,"Technology and telecoms",Active,,31/03/2018,
F139,"Africa Renewable Energy Fund",Maraontsetra,C6223,"East Africa",Madagascar,Infrastructure,Active,Renewable,02/12/2018,
F2278,"India Quotient Fund IV",Marble,C9592,"South Asia",India,"Technology and telecoms",Active,,01/01/2024,
F1938,"Amethis Fund II S.C.A SICAR","Marcyrl Pharmaceutical Industries",C6631,"North Africa",Egypt,Health,Active,,23/03/2023,
F1936,"African Development Partners III","Marcyrl Pharmaceutical Industries",C6631,"North Africa",Egypt,Health,Active,,31/03/2023,
F161,"African Infrastructure Investment Fund III","Maria Gleta",C6156,"West Africa",Benin,Infrastructure,Active,"Fossil Fuel",01/02/2019,
F1172,"Stellaris Venture Partners II","Market Pulse Technologies",C9563,"South Asia",India,"Financial services",Active,,30/10/2023,
F2067,"Helios Investors IV","Maroc Data Centre Limited",C9559,"North Africa",Morocco,"Technology and telecoms",Active,,31/12/2023,
F2266,"Lok Capital IV LLC","Marut Dronetech Private Limited",C9822,"South Asia",India,Manufacturing,Active,,24/09/2024,
F861,"Maghreb Private Equity Fund IV","Masria DP",C6582,"North Africa",Egypt,"Financial services",Active,,31/12/2019,
F2426,"African Rivers Fund IV","Mass Projects (u) Ltd",C9952,"East Africa",Uganda,"Technology and telecoms",Active,,31/12/2024,
F112,"Adenia Capital III (formerly I&P Capital III)",Mauvilac,C3378,"East Africa",Mauritius,Manufacturing,Exited,,25/07/2014,31/03/2024
F524,"Energy Access Ventures Fund","Mawingu Networks",C6157,"East Africa",Kenya,"Technology and telecoms",Active,,07/03/2019,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF","Mawingu Networks",C6157,"East Africa",Kenya,"Technology and telecoms",Active,,31/12/2024,
F553,"Faering Capital Fund III","Max Bupa HI",C6583,"South Asia",India,Health,Active,,31/12/2019,
F2125,"Endure Capital 21 C.V.","MaxAB B.V.",C7794,"North Africa","Egypt, Morocco","Business and consumer services",Active,,31/03/2024,
F932,"Myanmar Opportunities Fund II","MC Easy Microfinance Co. Ltd",C5668,"Rest of the World",Myanmar,"Financial services",Active,,01/02/2018,
